Ticker,pe,pb,pcf,ps,cluster,Category,Fundamental Cluster
JKJ,21.44,2.44,11.98,1.65,1,,Mid Fundamentals Broad Market
EDC,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
ENZL,29.01,2.62,17.71,3.08,3,Miscellaneous Region,High Fundamental Broad Market
SMLV,17.33,1.46,9.46,1.54,2,Small Blend,Low Fundamentals Broad Market
PAWZ,33.66,6.02,21.32,2.69,3,Miscellaneous Sector,High Fundamental Broad Market
PIE,22.2,3.25,12.56,1.84,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
DBJP,20.85,1.46,9.64,1.12,2,Japan Stock,Low Fundamentals Broad Market
DSTL,22.25,4.73,12.48,1.72,3,Large Blend,High Fundamental Broad Market
URA,0.0,1.52,7.3,1.15,5,Natural Resources,"Low Fundamental ETF’s (Energy, Health,Finance)"
COWZ,15.11,2.37,6.04,0.58,2,Large Value,Low Fundamentals Broad Market
PRN,34.12,5.37,15.24,2.57,3,Industrials,High Fundamental Broad Market
FAZ,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FAD,30.3,5.92,18.38,2.75,3,Mid-Cap Growth,High Fundamental Broad Market
CACG,30.51,5.57,18.02,3.43,3,Large Growth,High Fundamental Broad Market
SMOG,46.36,6.47,23.03,4.49,3,Miscellaneous Sector,High Fundamental Broad Market
FFTY,24.86,6.56,14.0,2.93,3,,High Fundamental Broad Market
RTH,25.31,6.98,12.04,0.7,3,Consumer Cyclical,High Fundamental Broad Market
PIZ,31.52,5.19,20.26,3.71,3,Foreign Large Growth,High Fundamental Broad Market
COPX,20.01,1.33,7.17,1.04,2,Natural Resources,Low Fundamentals Broad Market
WDIV,13.36,1.12,7.24,1.15,2,World Stock,Low Fundamentals Broad Market
FXU,14.12,1.69,8.22,1.91,2,Utilities,Low Fundamentals Broad Market
HEEM,19.32,2.04,11.03,1.62,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
EWI,14.67,1.13,5.51,0.72,2,Miscellaneous Region,Low Fundamentals Broad Market
JUST,26.66,3.83,15.89,2.53,3,Large Blend,High Fundamental Broad Market
PSP,14.98,1.72,0.0,2.13,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
FNGO,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
GCOW,16.32,1.66,5.93,1.07,2,,Low Fundamentals Broad Market
DFJ,13.26,0.77,5.82,0.48,2,Japan Stock,Low Fundamentals Broad Market
TTAC,25.25,5.01,15.27,2.05,3,Large Growth,High Fundamental Broad Market
BLCN,19.28,1.91,10.13,1.66,1,Technology,Mid Fundamentals Broad Market
ROBT,34.34,4.28,19.27,2.96,3,Technology,High Fundamental Broad Market
CDL,18.18,1.84,8.82,1.44,2,Large Value,Low Fundamentals Broad Market
HUSV,22.99,4.07,14.1,2.39,3,Large Blend,High Fundamental Broad Market
ADRE,22.45,3.3,12.52,2.53,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
ECON,31.57,4.42,15.97,2.3,3,Diversified Emerging Mkts,High Fundamental Broad Market
SHE,32.88,3.69,18.13,2.44,3,Large Blend,High Fundamental Broad Market
FXZ,22.49,2.8,11.12,1.68,1,Natural Resources,Mid Fundamentals Broad Market
SPEU,21.07,1.77,10.07,1.37,1,Europe Stock,Mid Fundamentals Broad Market
TOK,25.38,2.92,14.26,2.25,1,World Stock,Mid Fundamentals Broad Market
BKF,19.04,2.3,13.12,1.91,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
KLDW,30.15,2.59,12.99,1.69,1,World Stock,Mid Fundamentals Broad Market
PKB,19.93,2.82,9.36,1.06,1,Industrials,Mid Fundamentals Broad Market
JPSE,17.97,2.02,7.41,1.08,2,Small Blend,Low Fundamentals Broad Market
ITEQ,33.1,6.11,25.65,4.6,3,Technology,High Fundamental Broad Market
EPU,36.43,1.82,6.27,1.84,1,Miscellaneous Region,Mid Fundamentals Broad Market
DEUS,22.76,3.39,12.82,1.53,1,Mid-Cap Blend,Mid Fundamentals Broad Market
RYF,15.52,1.22,0.0,1.68,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
IEO,0.0,1.33,5.48,0.79,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
EDEN,26.85,3.4,15.14,2.57,3,Miscellaneous Region,High Fundamental Broad Market
CSML,16.59,1.7,8.16,1.05,2,Small Blend,Low Fundamentals Broad Market
BUG,0.0,10.82,26.01,9.11,3,,High Fundamental Broad Market
MLPB,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
DTH,14.01,1.21,6.32,1.01,2,Foreign Large Value,Low Fundamentals Broad Market
USD,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
FQAL,26.41,5.63,16.17,4.05,3,Large Growth,High Fundamental Broad Market
DIM,15.44,1.3,7.24,0.89,2,Foreign Small/Mid Value,Low Fundamentals Broad Market
VFVA,14.09,1.29,5.49,0.78,2,Mid-Cap Value,Low Fundamentals Broad Market
DPST,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
IEUS,19.6,1.69,8.56,1.09,2,Europe Stock,Low Fundamentals Broad Market
GVIP,35.32,3.78,21.57,3.62,3,Large Growth,High Fundamental Broad Market
RZV,14.01,0.91,3.27,0.38,2,Small Value,Low Fundamentals Broad Market
EQL,26.98,3.04,14.49,2.44,1,Large Blend,Mid Fundamentals Broad Market
TPLC,26.53,3.69,14.73,2.39,3,Mid-Cap Blend,High Fundamental Broad Market
IAI,15.01,3.09,0.0,2.51,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
GREK,9.21,0.69,4.0,0.76,2,Miscellaneous Region,Low Fundamentals Broad Market
BIBL,30.8,4.32,16.53,2.5,3,Large Blend,High Fundamental Broad Market
YOLO,0.0,3.08,0.0,3.26,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
MVV,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
LABD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
ISCF,15.42,1.4,7.61,0.89,2,Foreign Small/Mid Blend,Low Fundamentals Broad Market
BTEC,0.0,6.12,0.0,2.79,5,Health,"Low Fundamental ETF’s (Energy, Health,Finance)"
IQDG,21.75,4.1,12.98,2.79,3,Foreign Large Growth,High Fundamental Broad Market
EPHE,18.07,1.47,10.03,1.71,2,Miscellaneous Region,Low Fundamentals Broad Market
USMF,20.23,3.3,12.35,1.71,1,Mid-Cap Blend,Mid Fundamentals Broad Market
IDOG,14.62,1.27,5.39,0.81,2,Foreign Large Value,Low Fundamentals Broad Market
SMMD,22.22,2.46,11.08,1.58,1,,Mid Fundamentals Broad Market
VALQ,17.84,2.57,9.13,0.98,2,Large Value,Low Fundamentals Broad Market
IUS,22.94,2.86,9.91,1.13,1,Large Blend,Mid Fundamentals Broad Market
JEPI,25.47,4.51,14.88,2.55,3,,High Fundamental Broad Market
ENTR,47.6,11.43,34.61,9.76,3,,High Fundamental Broad Market
FEMS,8.42,1.04,4.66,0.65,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
NUMV,23.68,2.1,12.0,1.62,1,,Mid Fundamentals Broad Market
JSMD,30.59,4.46,17.05,2.18,3,Mid-Cap Growth,High Fundamental Broad Market
AUSF,17.55,1.55,8.94,1.25,2,,Low Fundamentals Broad Market
IDRV,28.6,2.25,9.6,1.29,1,,Mid Fundamentals Broad Market
GAMR,23.14,3.51,15.42,2.53,1,Technology,Mid Fundamentals Broad Market
RFDI,18.24,3.12,12.87,2.06,1,Foreign Large Blend,Mid Fundamentals Broad Market
SPDN,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
DDWM,17.26,1.56,8.2,1.19,2,Foreign Large Value,Low Fundamentals Broad Market
EMXC,20.08,1.86,8.96,1.43,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
AMZA,0.0,1.24,4.2,1.05,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
KURE,35.73,6.38,26.06,3.38,3,China Region,High Fundamental Broad Market
ATMP,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
JXI,20.53,2.0,8.42,1.64,2,Utilities,Low Fundamentals Broad Market
QQXT,30.45,4.62,17.2,2.81,3,Large Growth,High Fundamental Broad Market
VSMV,19.16,4.43,11.76,1.4,1,Large Value,Mid Fundamentals Broad Market
AIQ,31.88,6.01,17.51,3.86,3,Technology,High Fundamental Broad Market
FBGX,0.0,0.0,0.0,0.0,5,Large Growth,"Low Fundamental ETF’s (Energy, Health,Finance)"
BETZ,0.0,3.95,11.89,2.43,5,Consumer Cyclical,"Low Fundamental ETF’s (Energy, Health,Finance)"
TOLZ,24.08,2.06,9.18,2.23,1,Infrastructure,Mid Fundamentals Broad Market
JMOM,34.49,6.95,21.34,4.08,3,Large Growth,High Fundamental Broad Market
GVAL,12.19,0.93,4.49,0.76,2,Foreign Small/Mid Value,Low Fundamentals Broad Market
EFAX,21.54,1.71,11.07,1.49,1,Foreign Large Blend,Mid Fundamentals Broad Market
DOO,15.83,1.36,6.88,1.03,2,Foreign Large Value,Low Fundamentals Broad Market
QEMM,16.6,1.72,9.92,1.36,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
IGRO,17.26,2.06,11.19,1.55,1,,Mid Fundamentals Broad Market
CCOR,21.08,3.57,14.7,2.36,1,Option Writing,Mid Fundamentals Broad Market
DGRS,17.31,1.95,8.41,1.22,2,,Low Fundamentals Broad Market
CURE,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
CHAD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
FXN,0.0,1.48,7.77,1.81,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
DXD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
WFH,0.0,6.23,16.02,2.29,5,Technology,"Low Fundamental ETF’s (Energy, Health,Finance)"
NRGU,22.8,1.22,4.33,0.49,2,,Low Fundamentals Broad Market
NUSI,34.64,7.85,21.3,4.77,3,Option Writing,High Fundamental Broad Market
GRID,29.61,3.42,15.32,2.13,3,Miscellaneous Sector,High Fundamental Broad Market
XHS,24.06,3.62,6.75,0.52,1,Health,Mid Fundamentals Broad Market
DWAW,39.78,7.38,26.56,5.78,3,,High Fundamental Broad Market
CHAU,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
CVY,11.98,1.25,6.09,0.85,2,Allocation--70% to 85% Equity,Low Fundamentals Broad Market
RFDA,21.94,3.47,14.21,2.88,3,Large Value,High Fundamental Broad Market
QINT,19.37,1.91,8.53,1.14,2,Foreign Large Blend,Low Fundamentals Broad Market
LRGE,32.74,6.83,21.2,3.45,3,Large Growth,High Fundamental Broad Market
EFAD,23.51,2.58,13.4,1.74,1,Foreign Large Growth,Mid Fundamentals Broad Market
FCTR,20.9,1.95,10.54,1.31,1,,Mid Fundamentals Broad Market
ESGG,24.44,2.68,13.76,2.13,1,World Stock,Mid Fundamentals Broad Market
PHDG,27.96,4.04,16.31,2.74,3,Long-Short Equity,High Fundamental Broad Market
SSUS,27.2,3.84,16.56,2.85,3,Large Blend,High Fundamental Broad Market
XES,0.0,1.04,8.77,1.27,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
MILN,37.29,6.52,19.57,3.06,3,Large Growth,High Fundamental Broad Market
PSL,27.49,4.86,19.54,1.5,3,Consumer Defensive,High Fundamental Broad Market
QLV,27.86,5.02,16.11,3.05,3,,High Fundamental Broad Market
FLLV,26.77,4.33,15.19,2.97,3,,High Fundamental Broad Market
DJD,19.28,3.14,10.07,1.43,1,Large Value,Mid Fundamentals Broad Market
OUSM,22.73,3.06,12.47,1.75,1,,Mid Fundamentals Broad Market
SFY,27.11,3.66,16.55,2.49,3,,High Fundamental Broad Market
DIVC,0.0,0.0,0.0,0.0,5,Large Value,"Low Fundamental ETF’s (Energy, Health,Finance)"
RYJ,18.67,1.9,8.23,1.55,2,Mid-Cap Growth,Low Fundamentals Broad Market
BFOR,18.54,3.1,11.98,1.82,1,Mid-Cap Growth,Mid Fundamentals Broad Market
FYT,14.8,1.3,6.88,1.01,2,Small Value,Low Fundamentals Broad Market
DVOL,36.4,6.4,21.2,3.87,3,Large Blend,High Fundamental Broad Market
QARP,23.69,4.05,13.75,1.82,3,,High Fundamental Broad Market
OVL,27.41,3.97,16.27,2.65,3,Option Writing,High Fundamental Broad Market
FDM,11.6,1.6,5.22,0.69,2,Small Value,Low Fundamentals Broad Market
RZG,18.84,3.73,9.99,1.56,1,Small Growth,Mid Fundamentals Broad Market
PWC,20.86,3.5,11.15,1.28,1,Mid-Cap Blend,Mid Fundamentals Broad Market
EIS,20.21,2.04,12.29,1.79,1,Miscellaneous Region,Mid Fundamentals Broad Market
SGDJ,12.21,1.87,6.82,1.69,2,Equity Precious Metals,Low Fundamentals Broad Market
RBIN,20.34,2.02,9.94,1.4,1,Foreign Large Blend,Mid Fundamentals Broad Market
TPHD,20.44,2.65,10.41,1.86,1,Mid-Cap Value,Mid Fundamentals Broad Market
DIG,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
RXL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
ETHO,27.64,3.69,15.49,2.61,3,Mid-Cap Growth,High Fundamental Broad Market
SRTY,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
EWZS,16.09,1.55,7.15,0.83,2,Latin America Stock,Low Fundamentals Broad Market
INDL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
AIEQ,24.65,3.71,13.3,2.51,3,Large Growth,High Fundamental Broad Market
ESG,25.46,3.85,15.84,2.67,3,Large Blend,High Fundamental Broad Market
BLES,23.16,1.87,9.93,1.43,1,,Mid Fundamentals Broad Market
DBEM,19.03,2.1,11.09,1.7,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
IQSI,21.06,1.8,10.42,1.49,1,Foreign Large Blend,Mid Fundamentals Broad Market
SIXA,21.19,3.89,11.83,2.02,1,Large Blend,Mid Fundamentals Broad Market
QQQN,33.1,8.04,24.58,4.8,3,Large Blend,High Fundamental Broad Market
VMOT,16.58,3.1,10.06,1.21,2,Long-Short Equity,Low Fundamentals Broad Market
CIL,20.06,1.66,10.11,1.32,1,Foreign Large Blend,Mid Fundamentals Broad Market
GNOM,0.0,6.93,0.0,6.26,5,Health,"Low Fundamental ETF’s (Energy, Health,Finance)"
RBUS,25.6,4.7,16.14,2.04,3,Large Blend,High Fundamental Broad Market
FDMO,33.46,6.33,21.01,4.1,3,Large Growth,High Fundamental Broad Market
XSMO,19.83,3.41,10.58,1.01,1,Small Growth,Mid Fundamentals Broad Market
ESGA,29.91,5.16,19.66,3.19,3,Large Blend,High Fundamental Broad Market
BKLC,29.14,4.56,17.62,3.34,3,Large Blend,High Fundamental Broad Market
EEMX,19.42,2.14,12.5,1.77,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
IPKW,20.07,1.48,7.49,0.89,2,Foreign Large Blend,Low Fundamentals Broad Market
HTEC,34.2,7.05,28.81,6.7,3,Health,High Fundamental Broad Market
PIN,26.4,3.32,14.7,2.45,3,India Equity,High Fundamental Broad Market
DBAW,20.36,1.87,10.63,1.53,1,Foreign Large Blend,Mid Fundamentals Broad Market
GOAU,14.57,1.48,6.34,1.93,2,Equity Precious Metals,Low Fundamentals Broad Market
MXDU,25.18,3.97,14.81,2.3,3,Large Blend,High Fundamental Broad Market
GSEW,25.08,3.17,14.4,1.99,1,Large Blend,Mid Fundamentals Broad Market
IETC,35.15,9.27,22.86,6.0,3,Technology,High Fundamental Broad Market
CNRG,27.35,3.4,12.69,2.62,3,Equity Energy,High Fundamental Broad Market
FCG,0.0,1.31,4.53,1.83,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
FTXO,15.96,1.25,0.0,3.26,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
FLBR,20.55,2.26,6.41,1.61,2,,Low Fundamentals Broad Market
QAT,17.17,1.22,0.0,3.13,5,Miscellaneous Region,"Low Fundamental ETF’s (Energy, Health,Finance)"
CSB,17.94,1.54,7.08,1.01,2,Small Value,Low Fundamentals Broad Market
JPXN,20.15,1.36,9.38,0.99,2,Japan Stock,Low Fundamentals Broad Market
DGRE,16.02,2.12,9.36,1.27,2,Diversified Emerging Mkts,Low Fundamentals Broad Market
FSZ,20.92,2.03,11.68,1.63,1,Miscellaneous Region,Mid Fundamentals Broad Market
HDMV,17.88,1.46,8.41,1.15,2,Foreign Large Blend,Low Fundamentals Broad Market
IDHQ,21.8,3.55,15.82,2.54,1,Foreign Large Growth,Mid Fundamentals Broad Market
XOUT,31.92,6.91,20.11,3.36,3,Large Growth,High Fundamental Broad Market
FGM,16.68,1.22,7.84,1.09,2,Miscellaneous Region,Low Fundamentals Broad Market
SOXS,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
DYNF,24.53,3.21,12.78,1.93,1,,Mid Fundamentals Broad Market
EFIV,28.03,4.08,16.5,2.74,3,Large Blend,High Fundamental Broad Market
DUST,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
ISMD,17.88,1.64,7.23,1.13,2,Small Blend,Low Fundamentals Broad Market
IFRA,20.71,1.99,8.3,1.16,2,,Low Fundamentals Broad Market
SIXL,24.68,3.11,12.75,1.42,1,Large Blend,Mid Fundamentals Broad Market
XLSR,31.54,5.53,16.48,3.4,3,Large Blend,High Fundamental Broad Market
CUT,18.81,1.98,8.34,1.13,2,Natural Resources,Low Fundamentals Broad Market
ZJPN,20.24,1.36,9.15,1.01,2,Japan Stock,Low Fundamentals Broad Market
QVAL,12.86,2.78,7.12,0.73,2,,Low Fundamentals Broad Market
QLC,24.27,3.39,15.42,2.13,1,,Mid Fundamentals Broad Market
HAWX,20.28,1.77,10.35,1.45,1,Foreign Large Blend,Mid Fundamentals Broad Market
ACWF,18.19,2.34,10.05,1.23,2,World Stock,Low Fundamentals Broad Market
DTEC,40.34,5.91,23.91,5.54,3,Technology,High Fundamental Broad Market
XSVM,11.27,1.39,4.76,0.35,2,Small Value,Low Fundamentals Broad Market
FDNI,42.63,7.6,26.72,6.07,3,Foreign Large Growth,High Fundamental Broad Market
EWMC,21.97,2.04,9.63,1.34,1,Mid-Cap Blend,Mid Fundamentals Broad Market
INCO,46.32,7.16,22.36,3.72,3,India Equity,High Fundamental Broad Market
SPVU,14.83,1.29,6.38,0.71,2,Large Value,Low Fundamentals Broad Market
MMTM,31.37,5.8,18.84,3.09,3,Large Growth,High Fundamental Broad Market
FNGD,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
QABA,17.4,1.33,0.0,3.94,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
BICK,22.84,2.25,11.51,1.35,1,Diversified Emerging Mkts,Mid Fundamentals Broad Market
NUDM,20.7,1.68,10.29,1.38,1,,Mid Fundamentals Broad Market
RECS,23.6,3.81,13.54,2.3,3,,High Fundamental Broad Market
LSAF,24.41,4.38,15.56,1.7,3,Large Blend,High Fundamental Broad Market
GBUY,29.24,4.15,15.73,2.29,3,Consumer Cyclical,High Fundamental Broad Market
DGT,20.59,1.46,8.69,1.29,2,World Stock,Low Fundamentals Broad Market
XMHQ,23.0,3.45,13.66,1.82,1,Mid-Cap Blend,Mid Fundamentals Broad Market
RESP,23.5,3.87,13.97,1.98,3,Large Blend,High Fundamental Broad Market
USXF,30.28,5.07,19.01,3.69,3,,High Fundamental Broad Market
QLVD,19.99,2.16,10.69,1.68,1,,Mid Fundamentals Broad Market
LOWC,23.75,2.6,14.2,2.14,1,World Stock,Mid Fundamentals Broad Market
PYZ,29.34,2.78,13.79,1.21,1,Natural Resources,Mid Fundamentals Broad Market
AADR,19.59,2.46,9.32,1.85,1,Foreign Large Growth,Mid Fundamentals Broad Market
JDST,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
KARS,28.91,2.65,11.52,1.64,1,Industrials,Mid Fundamentals Broad Market
DEEF,17.18,1.55,8.41,0.97,2,Foreign Large Blend,Low Fundamentals Broad Market
TWM,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
BJK,27.12,3.09,17.83,3.73,3,Consumer Cyclical,High Fundamental Broad Market
GENY,29.77,5.49,15.24,2.27,3,World Stock,High Fundamental Broad Market
FLGB,19.92,1.57,8.38,1.23,2,,Low Fundamentals Broad Market
IVAL,12.28,1.39,6.28,0.64,2,Foreign Large Value,Low Fundamentals Broad Market
IEZ,0.0,1.14,6.56,1.03,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
ISRA,23.27,2.51,12.11,2.09,1,Miscellaneous Region,Mid Fundamentals Broad Market
ACSI,24.71,3.53,15.46,1.66,1,Large Blend,Mid Fundamentals Broad Market
IJUL,0.0,0.0,0.0,0.0,5,Option Writing,"Low Fundamental ETF’s (Energy, Health,Finance)"
NERD,26.39,4.52,19.89,2.5,3,Consumer Cyclical,High Fundamental Broad Market
EDOW,22.75,3.82,13.19,1.98,3,Large Value,High Fundamental Broad Market
DWUS,37.55,8.9,23.17,4.94,3,,High Fundamental Broad Market
MIDU,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
DWEQ,44.11,11.28,29.06,5.55,3,,High Fundamental Broad Market
RFFC,23.41,4.21,14.32,2.38,3,Large Blend,High Fundamental Broad Market
JSML,27.01,3.89,16.03,1.98,3,Small Growth,High Fundamental Broad Market
FAB,15.56,1.59,8.09,1.14,2,Mid-Cap Value,Low Fundamentals Broad Market
WWJD,21.92,1.46,8.39,1.17,2,Foreign Large Blend,Low Fundamentals Broad Market
AMUB,0.0,0.0,0.0,0.0,5,Energy Limited Partnership,"Low Fundamental ETF’s (Energy, Health,Finance)"
SYLD,15.81,1.71,7.67,0.87,2,Mid-Cap Value,Low Fundamentals Broad Market
SPMO,33.85,8.77,20.29,4.15,3,Large Growth,High Fundamental Broad Market
DRIP,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
AIRR,22.33,2.14,9.48,0.96,2,Industrials,Low Fundamentals Broad Market
EQWL,23.44,2.71,12.11,2.01,1,Large Blend,Mid Fundamentals Broad Market
FLCH,17.39,2.13,14.68,1.8,1,,Mid Fundamentals Broad Market
OSCV,24.1,2.81,12.42,2.15,1,Small Blend,Mid Fundamentals Broad Market
PBJ,19.97,2.52,9.49,0.46,2,Consumer Defensive,Low Fundamentals Broad Market
TPIF,20.5,1.6,10.24,1.35,1,Foreign Large Blend,Mid Fundamentals Broad Market
MFDX,20.98,1.78,8.32,1.01,2,Foreign Large Blend,Low Fundamentals Broad Market
IQDE,13.88,1.65,7.09,1.03,2,Foreign Large Value,Low Fundamentals Broad Market
EWUS,22.8,1.9,8.07,1.16,2,Miscellaneous Region,Low Fundamentals Broad Market
XWEB,0.0,6.21,17.58,2.68,5,Technology,"Low Fundamental ETF’s (Energy, Health,Finance)"
GLIN,25.5,4.9,18.52,3.58,3,India Equity,High Fundamental Broad Market
HLAL,29.8,4.68,17.0,2.55,3,Large Blend,High Fundamental Broad Market
FTXL,32.03,6.68,22.95,6.68,3,Technology,High Fundamental Broad Market
SPYC,27.93,4.0,16.34,2.75,3,,High Fundamental Broad Market
RUSL,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
JVAL,19.6,2.11,9.72,1.29,2,Large Value,Low Fundamentals Broad Market
CSD,33.62,1.55,10.87,1.58,1,Mid-Cap Blend,Mid Fundamentals Broad Market
GURU,27.51,4.21,10.57,1.58,1,Large Growth,Mid Fundamentals Broad Market
TECS,-1.0,-1.0,-1.0,-1.0,0,Trading--Inverse Equity,Market Inverse ETF
NUEM,19.8,2.13,11.87,1.49,1,,Mid Fundamentals Broad Market
RFV,12.81,1.14,4.59,0.52,2,Small Value,Low Fundamentals Broad Market
MFUS,24.76,3.58,12.24,1.45,1,Large Blend,Mid Fundamentals Broad Market
QSY,16.23,2.48,8.76,1.43,2,Large Value,Low Fundamentals Broad Market
GDNA,28.94,3.97,15.33,2.3,3,Health,High Fundamental Broad Market
VFMO,29.46,5.57,13.81,1.96,3,Mid-Cap Growth,High Fundamental Broad Market
DEW,14.82,1.49,7.29,1.44,2,World Stock,Low Fundamentals Broad Market
SQEW,20.4,2.07,10.1,1.37,1,,Mid Fundamentals Broad Market
PEZ,29.37,9.54,14.09,1.97,3,Consumer Cyclical,High Fundamental Broad Market
HEWG,22.12,1.62,8.18,1.03,2,Miscellaneous Region,Low Fundamentals Broad Market
DMXF,22.82,1.93,12.19,1.62,1,Foreign Large Blend,Mid Fundamentals Broad Market
SCJ,17.25,1.03,8.05,0.65,2,Japan Stock,Low Fundamentals Broad Market
IAK,12.07,0.93,0.0,0.96,5,Financial,"Low Fundamental ETF’s (Energy, Health,Finance)"
PDEV,18.59,1.58,8.88,1.23,2,Foreign Large Blend,Low Fundamentals Broad Market
BUFR,27.93,4.0,16.31,2.74,3,,High Fundamental Broad Market
HDGE,0.0,0.0,0.0,0.0,5,Bear Market,"Low Fundamental ETF’s (Energy, Health,Finance)"
SLX,18.78,1.26,5.5,0.94,2,Natural Resources,Low Fundamentals Broad Market
VFMF,18.88,2.62,8.98,1.09,2,Mid-Cap Blend,Low Fundamentals Broad Market
GOEX,17.3,1.72,7.47,1.74,2,Equity Precious Metals,Low Fundamentals Broad Market
EIRL,27.14,1.27,10.75,1.12,1,Miscellaneous Region,Mid Fundamentals Broad Market
TCHP,38.42,7.08,25.23,4.29,3,,High Fundamental Broad Market
FTHI,17.85,1.86,8.53,1.74,2,Option Writing,Low Fundamentals Broad Market
RYE,0.0,1.35,6.2,0.98,5,Equity Energy,"Low Fundamental ETF’s (Energy, Health,Finance)"
CWEB,35.26,5.64,26.77,0.0,3,,High Fundamental Broad Market
PRNT,39.15,5.73,22.21,3.41,3,Technology,High Fundamental Broad Market
HSCZ,18.86,1.41,8.58,0.95,2,Foreign Small/Mid Blend,Low Fundamentals Broad Market
PSCI,29.17,2.61,10.79,1.12,1,Industrials,Mid Fundamentals Broad Market
FIDI,15.04,1.05,5.99,0.96,2,Foreign Large Value,Low Fundamentals Broad Market
CARZ,18.15,1.05,5.3,0.61,2,Consumer Cyclical,Low Fundamentals Broad Market
UTRN,31.23,3.38,16.26,3.26,3,Large Blend,High Fundamental Broad Market
EET,-5.0,-5.0,-5.0,-5.0,4,Trading--Leveraged Equity,Market Leveraged ETF
MOTI,13.9,1.16,7.57,1.52,2,Foreign Large Blend,Low Fundamentals Broad Market
SZNE,26.87,3.61,12.95,1.91,1,,Mid Fundamentals Broad Market
KEMQ,39.65,5.18,25.11,4.23,3,Diversified Emerging Mkts,High Fundamental Broad Market
DALI,26.06,4.08,12.27,1.68,1,Tactical Allocation,Mid Fundamentals Broad Market
IVES,0.0,6.07,22.9,4.49,5,,"Low Fundamental ETF’s (Energy, Health,Finance)"
VFQY,21.41,3.26,11.72,1.26,1,Mid-Cap Growth,Mid Fundamentals Broad Market
IGN,35.7,2.77,12.34,1.84,1,Technology,Mid Fundamentals Broad Market
GDAT,29.13,4.12,15.52,2.39,3,Technology,High Fundamental Broad Market
